Assignee,Inventor Name,Document Type,Publication Year,Filing Year,Document Count
STATE OF FRANKLIN INNOVATION L (US); EASON MARTIN P (US); HEMPHILL WILLIAM K (US); OLSEN MARTIN E (US); SIMS J PAUL (US),EASON MARTIN P (US); HEMPHILL WILLIAM K (US); OLSEN MARTIN E (US); SIMS J PAUL (US),WIPO,2008.0,2007.0,1
STATE OF FRANKLIN INNOVATION L (US); EASON MARTIN P (US); HEMPHILL WILLIAM K (US); OLSEN MARTIN E (US); SIMS J PAUL (US),EASON MARTIN P (US); HEMPHILL WILLIAM K (US); OLSEN MARTIN E (US); SIMS J PAUL (US),WIPO,2009.0,2007.0,1
STATE POWER INVESTMENT CORPORATION RES INSTITUTE (CN),LV XIJIA (CN),WIPO,2022.0,2022.0,1
"STEEPER ENERGY APS (2950 Vedbæk, DK)",IVERSEN STEEN B (DK); JENSEN CLAUS UHRENHOLT (DK); RODRIGUEZ GUERRERO JULIE KATERINE (CA),EP,2023.0,2019.0,1
STRIEBEL HANS MARTIN (DE),STRIEBEL HANS-MARTIN (DE); STRIEBEL CHRISTHARD (DE),DE,2023.0,2021.0,1
SUD AVIATION,EDMOND CAILLETTE GEORGES; AMABLE VIDAL JEAN,DE,1970.0,1968.0,1
SUNDROP FUELS INC (US),SIMMONS WAYNE W (US); WHITE SIDNEY P (US); PERKINS CHRISTOPHER (US),WIPO,2013.0,2013.0,1
SUNDSTRAND CORPORATION,"JONES, ANTHONY, C.; WEBER, HENRY, A.",EP,1991.0,1989.0,1
SUPERSONIC AEROSPACE INT (US); LEE HOWARD (US); MORGENSTERN JOHN M (US); ANDERSON THOMAS J (US); FRANKLIN WALTER M III (US); WILKINSON TODD (US); PEDERSON DARRELL (US); SMITH CHRISTOPHER J R (US); AMINPOUR HOSSEIN (US),LEE HOWARD (US); MORGENSTERN JOHN M (US); ANDERSON THOMAS J (US); FRANKLIN WALTER M III (US); WILKINSON TODD (US); PEDERSON DARRELL (US); SMITH CHRISTOPHER J R (US); AMINPOUR HOSSEIN (US),WIPO,2005.0,2004.0,1
SUPERSONIC AEROSPACE INT (US); LEE HOWARD (US); MORGENSTERN JOHN M (US); ANDERSON THOMAS J (US); FRANKLIN WALTER M III (US); WILKINSON TODD (US); PEDERSON DARRELL (US); SMITH CHRISTOPHER J R (US); AMINPOUR HOSSEIN (US),LEE HOWARD (US); MORGENSTERN JOHN M (US); ANDERSON THOMAS J (US); FRANKLIN WALTER M III (US); WILKINSON TODD (US); PEDERSON DARRELL (US); SMITH CHRISTOPHER J R (US); AMINPOUR HOSSEIN (US),WIPO,2009.0,2004.0,1
"SURFACE TECH GMBH & CO KG (15837 Baruth, DE)",BUHLMANN CARSTEN (DE),EP,2018.0,2017.0,1
SUSTAINABLE OILS INC (US),GUILEN PORTAL FERNANDO (US),WIPO,2022.0,2021.0,1
SUSTAINABLE OILS INC (US),GUILLEN PORTAL FERNANDO (US),WIPO,2022.0,2021.0,5
SWIFT ENTPR LTD (US); RUSEK JOHN J (US); ZIULKOWSKI JONATHON D (US); CATANIA PHILIP J (US); BOWER DONALD L (US),RUSEK JOHN J (US); ZIULKOWSKI JONATHON D (US); CATANIA PHILIP J (US); BOWER DONALD L (US),WIPO,2012.0,2011.0,1
SWIFT FUELS LLC (US),ZINK JUSTIN D (US); D'ACOSTA CHRIS (US); STIRM BRIAN (US); ALBUZAT THOMAS (DE),WIPO,2018.0,2018.0,1
"SWIFT FUELS LLC (West Lafayette, IN 47906, US)",ZINK JUSTIN D (US); D'ACOSTA CHRIS (US); STIRM BRIAN (US); ALBUZAT THOMAS (DE),EP,2020.0,2018.0,1
"SWIFT FUELS LLC (West Lafayette, IN 47906, US)",ZINK JUSTIN D (US); D'ACOSTA CHRIS (US); STIRM BRIAN (US); ALBUZAT THOMAS (DE),EP,2021.0,2018.0,1
"SYNTHETIC GENOMICS INC (La Jolla, CA 92037, US)",BENDERS GWYNEDD A (US); GLASS JOHN I (US); HUTCHISON CLYDE A (US); LARTIGUE CAROLE (FR); VASHEE SANJAY (US); ALGIRE MIKKEL A (US); SMITH HAMILTON O (US); MERRYMAN CHARLES E (US); NOSKOV VLADIMIR N (US); CHUANG RAY-YUAN (US); GIBSON DANIEL G (US); VENTER J CRAIG (US),EP,2017.0,2010.0,2
SYNTROLEUM CORP (US),AGEE KENNETH L; AGEE MARK A,WIPO,2000.0,2000.0,1
Saudi Arabian Oil Company,"Sun; Shu, Way",JP,2017.0,2014.0,2
Stepper Energy ASP,"Iversen, Steen Bee.; Jensen, Klaus Uhlenholt; Rodriguez Guerrero, Julie Catherine",JP,2023.0,2019.0,1
TAPLIN HARRY R JR (US),TAPLIN HARRY R JR (US),WIPO,2012.0,2011.0,1
TARDIGRADE SPACE SYSTEMS LLC (US),FAKAS SERGII (UA); CARPENTER MICHAEL (US); PARNOWSKI ALEKSEI (UA); GRECHULHIN MYKHAILO (UA),WIPO,2023.0,2022.0,1
TATSUNO CORP,OTAKI TSUTOMU,JP,2023.0,2021.0,1
TCHEBUNIN OLEG (DE),TCHEBUNIN OLEG (DE),DE,2017.0,2015.0,1
TCHEBUNIN OLEG (DE),TCHEBUNIN OLEG (DE),DE,2018.0,2017.0,1
TCHEBUNIN OLEG (DE),TCHEBUNIN OLEG (DE),DE,2019.0,2015.0,1
TCHEBUNIN OLEG (DE),TCHEBUNIN OLEG (DE),DE,2021.0,2020.0,1
TCHEBUNIN OLEG (DE),TCHEBUNIN OLEG (DE),DE,2022.0,2017.0,1
TECHNION RES & DEV FOUNDATION (IL); NATAN BENVENISTE (IL); PERTEGHELLA VALERIANO (IT); SOLOMON YAIR (IL),NATAN BENVENISTE (IL); PERTEGHELLA VALERIANO (IT); SOLOMON YAIR (IL),WIPO,2011.0,2010.0,1
"TECHNOFAN (31700 Blagnac, FR)",PAUTIS OLIVIER (FR); SENTENAC NICOLAS (FR),EP,2011.0,2011.0,1
"TECHNOKONTROL GLOBAL LTD (London EC1V 4PY, GB); CANADA SIERRA LAURA (17800 Olot Gerona, ES)",CAÑADA SIERRA LAURA (ES),EP,2019.0,2016.0,1
TECNORED DESENVOLVIMENTO TECNOLOGICO S A (BR),DE OLIVEIRA RONALD (BR); GONÇALVES GUILHERME FRANCISCO (BR); POTTER STEPHEN MICHAEL (BR); SOARES ÁLVARO (BR); DE ALMEIDA EWERTON (BR); DE MOURA LEONARDO (BR); RIBEIRO RILEI (BR),WIPO,2023.0,2023.0,1
TELEBELL LIMITED (GB),HARMAN JOHN ALBION (AU); PALASTHY ATTILA KAROLY (AU),WIPO,1991.0,1991.0,1
TERRABON INC (US); TEXAS A & M UNIV SYS (US); GRANDA CESAR B (US); HOLTZAPPLE MARK T (US); HOLTZAPPLE ERIK (US),GRANDA CESAR B (US); HOLTZAPPLE MARK T (US); HOLTZAPPLE ERIK (US),WIPO,2011.0,2011.0,1
TETRONICS TECH LIMITED (GB),DEEGAN DAVID EDWARD (GB); TANG YIRAN (GB); CHARMAN NEIL EDWARD SETH (GB); KEELEY-LOPEZ PETER MICHAEL (GB),WIPO,2023.0,2023.0,1
"TEXAS A & M UNIV SYS (College Station, TX 77843-3122, US)","HOLTZAPPLE, DR. MARK T.; RABROKER, ANDREW G.",EP,2003.0,1999.0,1
THE CESSNA AIRCRAFT COMPANY,"GONZALEZ, CESAR",EP,1993.0,1991.0,1
"THE FURUKAW ELECTRIC CO.,LTD.",Hideki Aizawa; Satoshi Yamazaki; Tomohisa Yamashita; Kenji Hatamoto,JP,2020.0,2018.0,1
"THE FURUKAW ELECTRIC CO.,LTD.",Hideki Aizawa; Yamazaki Satoshi; Satoshi Yamashita; Kenji Hatamoto,JP,2022.0,2018.0,1
"THE LUBRIZOL CORP., WICKLIFFE, OHIO, US","KING, LAURENCE ELDON, PAINESVILLE, OHIO, US",DE,1989.0,1974.0,1
"THE LUBRIZOL CORP., WICKLIFFE, OHIO, US","KOCH, FREDERICK WILLIAM, WILLOUGHBY, OHIO, US",DE,1992.0,1983.0,1
THE LUBRIZOL CORPORATION,"Bartley, Stuart El.; Weinberg, Thomas Earl.; Nichols, Michael Dee.; Hoodie, garrett",JP,2018.0,2016.0,1
THE LUBRIZOL CORPORATION,"Bartley, Stuart El.; Weinberg, Thomas Earl.; Nichols, Michael Dee.; Hoodie, garrett",JP,2020.0,2016.0,1
THE LUBRIZOL CORPORATION,"George, Herman F.; Burlington, James Dee.; Pudderski, John Kay.; Roski, James P.; Martin, John Earl.; Ineman, Jennifer M.; Garvin, Gary A.; Van Riel, Frank M.; McKay, David A.",JP,2008.0,2006.0,1
THE PETROLEUM OIL & GAS CORP OF SOUTH AFRICA PTY LTD (ZA),MDLELENI MASIKANA MILLAN (ZA); KNOTTENBELT CYRIL DAVID (ZA); LOURENS JANINE (ZA),WIPO,2018.0,2017.0,1
"THE PETROLEUM OIL AND GAS CORP OF SOUTH AFRICA PTY LTD (7500 Cape Town, ZA)",MDLELENI MASIKANA MILLAN (ZA); KNOTTENBELT CYRIL DAVID (ZA); LOURENS JANINE (ZA),EP,2019.0,2017.0,1
THE PETROLEUM OIL AND GAS CORPORATION OF SOUTH AFRICA (PTY) LTD,Mudreleni Masikana Milan; Nottenbelt Cyril David; Lawrence Janine,JP,2019.0,2017.0,1
THE PROCTER & GAMBLE COMPANY,"Fen, Lin Shen; Robert, Stanley, Bobnock",JP,2020.0,2018.0,1
THE PROCTER & GAMBLE COMPANY,"Fen, Lin Shen; Todd, Erlin, Schwantes; Robert, Stanley, Bobnock; Yang, Nianshi",JP,2020.0,2015.0,1
THE SASKATCHEWAN RES COUNCIL (CA),VEDACHALAM SUNDARAMURTHY (CA),WIPO,2019.0,2017.0,1
THERMOGAS DYNAMICS LTD (GB),SIMPSON ROBERT (GB),EP,2014.0,2013.0,1
"THERMOGAS DYNAMICS LTD (Largs, Ayrshire KA30 8AA, GB)",SIMPSON ROBERT (GB),EP,2019.0,2013.0,1
"TITANIUM METALS CORP (Exton, PA 19341, US)",THOMAS ROGER (GB); GARRATT PAUL (GB); FANNING JOHN (US),EP,2016.0,2013.0,1
TITANIUM METALS CORP (US),THOMAS ROGER (GB); GARRATT PAUL (GB); FANNING JOHN (US),EP,2014.0,2013.0,1
TITANIUM METALS CORP (US),THOMAS ROGER (GB); GARRATT PAUL (GB); FANNING JOHN (US),WIPO,2013.0,2013.0,1
TOPSOE AS (DK),ALKILDE OLE FREJ (DK); HIDALGO VIVAS ANGELICA (DK); AASBERG-PETERSEN KIM (DK); MORTENSEN PETER MØLGAARD (DK); CHRISTENSEN THOMAS SANDAHL (DK),WIPO,2022.0,2022.0,1
TOPSOE AS (DK),ANDERSEN STEFAN (DK),WIPO,2023.0,2022.0,2
TOPSOE AS (DK),DE SARKAR SUDIP (DK); AASBERG-PETERSEN KIM (DK),WIPO,2023.0,2023.0,1
TOPSOE AS (DK),JOENSEN FINN (DK); SCHJØDT NIELS CHRISTIAN (DK); BEATO PABLO (DK); BROGAARD RASMUS YDING (DK); SOMMER LINN EDDA (DK),WIPO,2023.0,2023.0,1
"TOTAL RES & TECHNOLOGY FELUY (7181 Seneffe, BE)",VERMEIREN WALTER (BE); ADAM CINDY (BE),EP,2021.0,2019.0,1
TOTAL RES & TECHNOLOGY FELUY (BE),VERMEIREN WALTER (BE); ADAM CINDY (BE),WIPO,2019.0,2019.0,1
"TOTALENERGIES ONE TECH BELGIUM (7181 Seneffe, BE)",VERMEIREN WALTER (BE); ADAM CINDY (BE),EP,2022.0,2019.0,1
TOTALENERGIES ONETECH (FR),LIMOGES ALICE (FR); LAAGE SÉGOLÈNE (FR); PICARD FLORENT (FR); LACOUX CHRISTINE (FR),WIPO,2023.0,2023.0,1
TOTALENERGIES ONETECH (FR),PICARD FLORENT (FR); MINOUX DELPHINE (BE); VERMEIREN WALTER (BE),WIPO,2023.0,2023.0,1
TOTALENERGIES ONETECH (FR),STEWART JOSEPH (BE); VERMEIREN WALTER (BE),WIPO,2023.0,2023.0,2
TOTALENERGIES ONETECH (FR),VERMEIREN WALTER (BE),WIPO,2023.0,2023.0,1
TOYOTA MOTOR EUROPE (BE),RATEAU AYMERIC (BE),WIPO,2019.0,2017.0,1
TRACKING LLC G (US); ROSING HOWARD STEPHEN (US); CROSS RICHARD J (US),ROSING HOWARD STEPHEN (US); CROSS RICHARD J (US),WIPO,2010.0,2009.0,1
TRANSTAR GROUP LTD (CN); KALPAN ALLEN (US); BRADLEY RANDALL (US),KALPAN ALLEN (US); BRADLEY RANDALL (US),WIPO,2014.0,2014.0,1
TRANSTAR GROUP LTD (CN); KALPAN ALLEN (US); BRADLEY RANDALL (US),KALPAN ALLEN (US); BRADLEY RANDALL (US),WIPO,2015.0,2014.0,1
TWELVE BENEFIT CORP (US),CINTRON ENRIQUE (US); FLANDERS NICHOLAS H (US); DICOSOLA GREGORY (US),WIPO,2023.0,2022.0,1
TZUNUM AIRCRAFT LLC (US),KNAPP BURTON MATTHEW (US); KUMAR ASHISH ANDREW (US),WIPO,2016.0,2015.0,1
"TZUNUM INC (Redmond, WA 98052, US)",KNAPP BURTON MATTHEW (US); KUMAR ASHISH ANDREW (US),EP,2017.0,2015.0,1
The Boeing Company,Jason Scott Damazo; Eddie Kwon; Arthur sea day; John Lebrett Lowell,JP,2021.0,2016.0,1
The Boeing Company,"Rigi, Luigi Peep.; Talbot, Mark A.; Wellbrook, Gregory M.",JP,2013.0,2011.0,1
The Boeing Company,"Sharla, Michael Patrick; Campos, Alfredo Zamora; Hadley, Brent Lewis; Eames, Patrick; Taylor, Joshua M.",JP,2018.0,2013.0,1
The Boeing Company,"Vian, john; Lowe, George M.; Prusch Vulco, Joshua",JP,2015.0,2013.0,1
The Boeing Company,"Vian, john; Lowe, George M.; Prusch Vulco, Joshua",JP,2019.0,2013.0,1
The Dow Chemical Company,"Zachary, Richard Y; Hudson, Roger Dee; Henry E. James E; Lively, William Yee",JP,2000.0,1997.0,1
The Regents of The University of California,Julia A Cornfield; Min-Shin way,JP,2018.0,2016.0,1
Thermogas Dynamics Limited,Robert Simpson,JP,2015.0,2013.0,1
"Top Flight Technologies, Inc.","Fan, Long N.; Imani Nejad, Mohammad; Sweetland, Matthew",JP,2020.0,2018.0,1
Topso Actiesel Scavet,Wilbek Feey Alice Hallqvist; Boyson Anders Erik; Veadir Sulwein; Rasmusun Henrek Voldas; Garald Thor; tucker prijesh; alkire ole fly; How Go Leave; Masun Mathias Boii,JP,2024.0,2021.0,1
Toshihisa Shirakawa,Toshihisa Shirakawa,JP,2024.0,2022.0,1
ULTRAMO LTD (GB),COATES NICHOLAS RICHARD (GB),EP,2012.0,2010.0,1
ULTRAMO LTD (GB); COATES NICHOLAS RICHARD (GB),COATES NICHOLAS RICHARD (GB),WIPO,2011.0,2010.0,1
UNITED AIRCRAFT CORP,AMELIO ARMAND FRANCIS (US); NAPLES DANIEL JOHN (US),DE,1973.0,1972.0,1
"UNITED TECHNOLOGIES CORP (Farmington, CT 06032, US)",ALVANOS IOANNIS (US); SUCIU GABRIEL L (US); MERRY BRIAN D (US); DYE CHRISTOPHER M (US),EP,2017.0,2012.0,1
"UNITED TECHNOLOGIES CORP (Farmington, CT 06032, US)",SUCIU GABRIEL L (US); ALVANOS IOANNIS (US),EP,2018.0,2012.0,1
UNITED TECHNOLOGIES CORP (US),COLKET MEREDITH (US); KESTEN ARTHUR (US); SANGIOVANNI JOSEPH (US); ZABIELSKI MARTIN (US); PANDY DENNIS (US); SEERY DANIEL (US),DE,1995.0,1992.0,1
UNITED TECHNOLOGIES CORP (US),DUBELL THOMAS L (US); SHADOWEN JAMES H (US),DE,1997.0,1989.0,1
UNITED TECHNOLOGIES CORP (US),DUBELL THOMAS L (US); SHADOWEN JAMES H (US),DE,1999.0,1989.0,1
UNITED TECHNOLOGIES CORP (US),HILLSBERG MITCHELL C; ROTHMAN PAUL J,WIPO,1996.0,1995.0,1
UNIV ARIZONA (US); HU QIANG (US); SUMMERFELD MILTON (US),HU QIANG (US); SUMMERFELD MILTON (US),WIPO,2008.0,2007.0,1
UNIV BEIHANG (CN),YANG XIAOYI (CN); LIU ZIYU (CN),WIPO,2019.0,2017.0,1
"UNIV BRADFORD (Bradford, Yorkshire BD7 1DP, GB)",KUMARI JEYA (GB); PATEL RAJ (GB),EP,2018.0,2013.0,1
UNIV BRADFORD (GB),KUMARI JEYA (GB); PATEL RAJ (GB),EP,2015.0,2013.0,1
UNIV BRADFORD (GB),KUMARI JEYA (GB); PATEL RAJ (GB),WIPO,2014.0,2013.0,1
"UNIV CALIFORNIA (Oakland, California 94612-3550, US)",KNAUSS KEVIN G (US); COPENHAVER SALLY C (US); AINES ROGER D (US),EP,1998.0,1996.0,1
UNIV CALIFORNIA (US),TAYLOR ROBERT T; JACKSON KENNETH J; DUBA ALFRED G; CHEN CHING-I,WIPO,1997.0,1996.0,1
UNIV CALIFORNIA (US); KNAUSS KEVIN G (US); COPENHAVER SALLY C (US); AINES ROGER D (US),KNAUSS KEVIN G (US); COPENHAVER SALLY C (US); AINES ROGER D (US),WIPO,1997.0,1996.0,1
"UNIV CAPE TOWN (7701 Cape Town, ZA)",BROSIUS ROALD (ZA),EP,2021.0,2019.0,1
UNIV COLORADO (US); LARRABEE DANIEL (US); WORMER THOMAS N (US); RHODE MATTHEW (US); SERANI ERIC (US); MARSHMAN JOSHUA B (US); HAMBARGER CODY (US); GAIDE DANIEL (US); HILLERY DEREK (US); VELAZCO ALEC (US); PETERSEN ERIC (US); KOSTER JEAN NICOLAS (US),LARRABEE DANIEL (US); WORMER THOMAS N (US); RHODE MATTHEW (US); SERANI ERIC (US); MARSHMAN JOSHUA B (US); HAMBARGER CODY (US); GAIDE DANIEL (US); HILLERY DEREK (US); VELAZCO ALEC (US); PETERSEN ERIC (US); KOSTER JEAN NICOLAS (US),WIPO,2011.0,2011.0,1
UNIV COLORADO REGENTS (US),KOSTER JEAN NICOLAS (US); KUTIL GAVIN (US); KREUTER ARTHUR (US); DRAKE TYLER (US); PACKARD COREY (US); SOIN GAURAVDEV S (US),WIPO,2015.0,2014.0,1
"UNIV DELAWARE (Newark, DE 19711, US)",SAHA BASUDEB (US); LIU SIBAO (US); VLACHOS DIONISIOS (US),EP,2020.0,2018.0,1
UNIV DELAWARE (US),EBIKADE ELVIS (US); SADULA SUNITHA (US); LIU SIBAO (US); VLACHOS DIONISIOS (US),WIPO,2023.0,2022.0,1
UNIV DELAWARE (US),SAHA BASUDEB (US); LIU SIBAO (US); VLACHOS DIONISIOS (US),WIPO,2019.0,2018.0,1
UNIV DELAWARE (US),SAHA BASUDEB (US); LIU SIBAO (US); VLACHOS DIONISIOS (US); NORTON ANGELA M (US),WIPO,2020.0,2019.0,1
UNIV EAST CHINA SCIENCE & TECH (CN),CHANG YULONG (CN); WANG HUALIN (CN); JIANG XIA (CN); LI JIANPING (CN); ZHU JINGYI (CN); FU PENGBO (CN); YUAN WEI (CN),WIPO,2021.0,2020.0,1
UNIV LOUISVILLE RES FOUND (US),RATNASAMY PAUL (IN),EP,2013.0,2012.0,1
UNIV LOUISVILLE RES FOUND (US),RATNASAMY PAUL (IN); CARREON MOISES A (US); AHMADI MASOUDEH (US),WIPO,2015.0,2014.0,1
UNIV LOUISVILLE RES FOUND (US),RATNASAMY PAUL (IN); CARREON MOISES A (US); AHMADI MASOUDEH (US),WIPO,2015.0,2015.0,1
UNIV LOUISVILLE RES FOUND (US); RATNASAMY PAUL (IN),RATNASAMY PAUL (IN),WIPO,2012.0,2012.0,1
UNIV MICHIGAN (US); US GOVERNMENT (US),REAMS JOSIAH T (US); GUENTHNER ANDREW (US); MABRY JOSEPH (US); LAMISON KEVIN (US); TUTEJA ANISH (US); KOTA ARUN K (US); KWON GIBUM (US),WIPO,2015.0,2014.0,1
UNIV MONTANA STATE (US),SORIANO NESTOR (US); MAGLINAO RANDY (US); NARANI AKASH (US); ABEDIN MD JOYNAL (US),WIPO,2015.0,2015.0,1
UNIV NORTH CAROLINA STATE (US); ALLIANCE SUSTAINABLE ENERGY (US),PAL LOKENDRA (US); AGATE SACHIN (US); HAQUE NAIMUL (US); LUCIA LUCIAN (US); VENDITTI RICHARD (US); JAMEEL HASAN (US); MITTAL ASHUTOSH (US); YARBROUGH JOHN (US),WIPO,2024.0,2023.0,1
UNIV RAMOT,WYGNANSKI ISRAEL; FIEDLER HEINRICH,DE,1979.0,1978.0,1
"UNIV REGENSBURG (93053 Regensburg, DE)",KERKEL FLORIAN (DE); KUNZ WERNER (DE); TOURAUD DIDIER (DE); BROCK DAMIAN (DE),EP,2021.0,2019.0,1
"UNIV RUTGERS (New Brunswick, NJ 08901, US)",NOSKER THOMAS J (US); KEAR BERNARD H (US); WHIEB NOFEL ZUHIER (US); LYNCH-BRANZOI JENNIFER K (US); TEWATIA ARYA SINGH (US),EP,2021.0,2019.0,1
UNIV RUTGERS (US),NOSKER THOMAS (US); KEAR BERNARD (US); WHIEB NOFEL (US); LYNCH-BRANZOI JENNIFER (US); TEWATIA ARYA (US),WIPO,2020.0,2019.0,1
UNIV RUTGERS (US); UNIV SOUTH AUSTRALIA (AU); LUN DESMOND SIU MEN (US),LUN DESMOND SIU MEN (US),WIPO,2012.0,2012.0,1
UNIV TOLEDO (US); AZAD ABDUL-MAJEED (US),AZAD ABDUL-MAJEED (US),WIPO,2009.0,2009.0,1
UNIV WASHINGTON STATE (US),YANG BIN (US); LASKAR DHRUBOJYOTI DEY (US),WIPO,2014.0,2013.0,1
UNIV WYOMING (US),WAWROUSEK KAREN E (US); RICHARDS PATRICK (US); ZHANG TENGYAN (US); BLAND ALAN E (US),EP,2016.0,2014.0,1
UNIV WYOMING (US),WAWROUSEK KAREN E (US); RICHARDS PATRICK (US); ZHANG TENGYAN (US); BLAND ALAN E (US),WIPO,2014.0,2014.0,1
UOP LLC (US),BOZZANO ANDREA G (US); WANG HAIYAN (US); MANI KRISHNA (US); FREY STANLEY JOSEPH (US),WIPO,2022.0,2021.0,1
UOP LLC (US),GOSANGARI SAIKRISHNA (US); MATHUR ASHISH (US),WIPO,2024.0,2023.0,1
UOP LLC (US),RUSSELL BRADLEY (US); JIN LIN (US),WIPO,2024.0,2023.0,1
UPM KYMMENE CORP (FI),ASIKKALA JANNE (FI); GUTIERREZ ANDREA (FI),WIPO,2015.0,2014.0,1
UPM KYMMENE CORP (FI),ASIKKALA JANNE (FI); GUTIERREZ ANDREA (FI); JOKELA PEKKA (FI); KOTILAINEN RISTO (FI),WIPO,2015.0,2014.0,1
UPM KYMMENE CORP (FI),GALL BARBARA (FI); DIEHL FLORIAN (FI),WIPO,2023.0,2021.0,2
UPM KYMMENE CORP (FI),GALL BARBARA (FI); DIEHL FLORIAN (FI); MIETTINEN MAUNO (FI),WIPO,2023.0,2021.0,1
USM CORP (US); HINCKLIEFF IAN R (GB); ALLEN CHRISTOPHER M (GB),HINCKLIEFF IAN R (GB); ALLEN CHRISTOPHER M (GB),WIPO,1982.0,1981.0,1
"University of Maryland, College Park",Evandro Gurugelde Amaral Valente; Norman M. Wally; Eduardo Guergerdo Amaral Valente,JP,2018.0,2016.0,1
VALENTINE JAMES (US); SPRAGUE BARRY (US); CLEAN DIESEL TECH INC (US),VALENTINE JAMES (US); SPRAGUE BARRY (US),WIPO,2003.0,2003.0,1
VALVERDE RENE L (US),VALVERDE RENE L (US),WIPO,1991.0,1991.0,1
VAST POWER PORTFOLIO LLC (US),HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US); MASSARDO ARISTIDE (IT); KLAUS RONALD L (US),EP,2009.0,2007.0,1
VAST POWER PORTFOLIO LLC (US); HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US),HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US),WIPO,2008.0,2007.0,2
VAST POWER SYSTEMS INC (US),HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERT (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US); MASSARDO ARISTRIDE (IT),EP,2005.0,2004.0,1
VAST POWER SYSTEMS INC (US); HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERT (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US); MASSARDO ARISTRIDE (IT),HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERT (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US); MASSARDO ARISTRIDE (IT),WIPO,2004.0,2004.0,1
VELOCYS TECH LIMITED (GB),GREAGER IVAN PHILIP (US); HARRIS ROGER ALLEN (US); HAVENGA RUDOLPH (GB); KING NEIL ALEXANDER (GB),WIPO,2022.0,2021.0,1
VELOCYS TECH LIMITED (GB),GREAGER IVAN PHILIP (US); HARRIS ROGER ALLEN (US); KING NEIL ALEXANDER (GB); DESHMUKH SOUMITRA R (US); QIU ZHEYAN (US),WIPO,2021.0,2021.0,1
VELOCYS TECH LIMITED (GB),GREAGER IVAN PHILIP (US); HARRIS ROGER ALLEN (US); KING NEIL ALEXANDER (GB); DESHMUKH SOUMITRA R (US); QIU ZHEYAN (US); GUPTA ASHISH (US),WIPO,2021.0,2021.0,1
VELOCYS TECH LTD (GB),GREAGER IVAN (US); HARRIS ROGER (US); HAVENGA RUDOLPH (GB); KING NEIL ALEXANDER (GB),WIPO,2022.0,2021.0,1
VERNE INC (US),JARAMILLO DAVID E (US); MORENO-BLANCO JULIO (US); ACEVES SALVADOR M (US),WIPO,2024.0,2023.0,1
VERTIMASS LLC (US),WYMAN CHARLES E (US); HANNON JOHN R (US),WIPO,2017.0,2017.0,1
VEXTEC CORP (US); HOLMES RICHARD (US); TRYON ROBERT G III (US); POPE JOHN E (US); NASSER DANIEL A (US); OJA MICHAEL (US); DEY ANIMESH (US); HAMLER JESSE (US); BROOKS JONATHAN (US); TRYON JAMES (US),HOLMES RICHARD (US); TRYON ROBERT G III (US); POPE JOHN E (US); NASSER DANIEL A (US); OJA MICHAEL (US); DEY ANIMESH (US); HAMLER JESSE (US); BROOKS JONATHAN (US); TRYON JAMES (US),WIPO,2008.0,2008.0,1
"Valvard, Rene El.","Valvard, Rene El.",JP,1993.0,1991.0,1
Velocies Technologies Limited,"Grieger, Ivan Phillip; Harris, Roger Allen; King, Neal Alexander; Deshmukh, Somitra Earl.; Chiu and Ziyang; Gupta, Ashish",JP,2023.0,2021.0,1
Velocies Technologies Limited,"Grieger, Ivan Phillip; Harris, Roger Allen; King, Neal Alexander; Deshmukh, Sumitra Earl.; Chu, Juyan",JP,2023.0,2021.0,1
WAGGOTT DAVID (GB),WAGGOTT DAVID (GB),WIPO,2001.0,2000.0,1
WARBURTON ADAM (AU),WARBURTON ADAM (AU),WIPO,2022.0,2021.0,1
WE3 SOLUTIONS INC (US),MACLAREN GEOFFREY GRAHAM (GB),WIPO,2019.0,2019.0,1
WESTERN RES INSTITUTE (US),ADAMS JERAMIE (US); PLANCHE JEAN-PASCAL (US); BASSHAM SETH (US); LITERATI ALEX (US),WIPO,2023.0,2022.0,1
WESTINGHOUSE ELECTRIC CORP (US),MCCABRIA JACK LEE (US),EP,1991.0,1991.0,1
WESTINGHOUSE ELECTRIC CORPORATION,"MCCABRIA, JACK LEE",EP,1992.0,1991.0,1
"WI-TRONIX,LLC",Jordan Lawrence Bee.; Pardke Mikhail; messina frank; Martinez Roger; Dinesh Divya,JP,2023.0,2021.0,1
WISCONSIN ALUMNI RES FOUND (US),DUMESIC JAMES A (US); ROMAN-LESHKOV YURIY (US),EP,2010.0,2008.0,1
